"","theta","y","dist1","dist2","min_dist1","min_dist2","highlight"
"56",-2.58,2.77140844118512,8.86,4.15,FALSE,FALSE,FALSE
"57",-2.57,2.77823224806361,8.85,4.14,FALSE,FALSE,FALSE
"58",-2.56,2.78477823403247,8.84,4.13,FALSE,FALSE,FALSE
"59",-2.55,2.79104574449857,8.83,4.12,FALSE,FALSE,FALSE
"60",-2.54,2.79703415271608,8.82,4.11,FALSE,FALSE,FALSE
"61",-2.53,2.80274285984918,8.81,4.1,FALSE,FALSE,FALSE
"62",-2.52,2.8081712950319,8.8,4.09,FALSE,FALSE,FALSE
"63",-2.51,2.81331891542525,8.79,4.08,FALSE,FALSE,FALSE
"64",-2.5,2.81818520627149,8.78,4.07,FALSE,FALSE,FALSE
"65",-2.49,2.82276968094558,8.77,4.06,FALSE,FALSE,FALSE
"66",-2.48,2.82707188100387,8.76,4.05,FALSE,FALSE,FALSE
"67",-2.47,2.83109137622995,8.75,4.04,FALSE,FALSE,FALSE
"68",-2.46,2.83482776467765,8.74,4.03,FALSE,FALSE,FALSE
"69",-2.45,2.83828067271122,8.73,4.02,FALSE,FALSE,FALSE
"70",-2.44,2.84144975504275,8.72,4.01,FALSE,FALSE,FALSE
"71",-2.43,2.84433469476664,8.71,4,FALSE,FALSE,FALSE
"72",-2.42,2.84693520339132,8.7,3.99,FALSE,FALSE,FALSE
"73",-2.41,2.8492510208681,8.69,3.98,FALSE,FALSE,FALSE
"74",-2.4,2.85128191561717,8.68,3.97,FALSE,FALSE,FALSE
"75",-2.39,2.85302768455073,8.67,3.96,FALSE,FALSE,FALSE
"76",-2.38,2.85448815309335,8.66,3.95,FALSE,FALSE,FALSE
"77",-2.37,2.8556631751994,8.65,3.94,FALSE,FALSE,FALSE
"78",-2.36,2.85655263336764,8.64,3.93,FALSE,FALSE,FALSE
"79",-2.35,2.85715643865299,8.63,3.92,FALSE,FALSE,FALSE
"80",-2.34,2.85747453067544,8.62,3.91,FALSE,FALSE,FALSE
"81",-2.33,2.85750687762603,8.61,3.9,FALSE,FALSE,FALSE
"82",-2.32,2.85725347627011,8.6,3.89,FALSE,FALSE,FALSE
"83",-2.31,2.85671435194761,8.59,3.88,FALSE,FALSE,FALSE
"84",-2.3,2.85588955857049,8.58,3.87,FALSE,FALSE,FALSE
"85",-2.29,2.85477917861742,8.57,3.86,FALSE,FALSE,FALSE
"86",-2.28,2.85338332312546,8.56,3.85,FALSE,FALSE,FALSE
"87",-2.27,2.851702131679,8.55,3.84,FALSE,FALSE,FALSE
"88",-2.26,2.84973577239578,8.54,3.83,FALSE,FALSE,FALSE
"89",-2.25,2.84748444191009,8.53,3.82,FALSE,FALSE,FALSE
"90",-2.24,2.84494836535311,8.52,3.81,FALSE,FALSE,FALSE
"91",-2.23,2.84212779633038,8.51,3.8,FALSE,FALSE,FALSE
"92",-2.22,2.83902301689644,8.5,3.79,FALSE,FALSE,FALSE
"93",-2.21,2.83563433752666,8.49,3.78,FALSE,FALSE,FALSE
"94",-2.2,2.83196209708615,8.48,3.77,FALSE,FALSE,FALSE
"95",-2.19,2.82800666279589,8.47,3.76,FALSE,FALSE,FALSE
"96",-2.18,2.82376843019602,8.46,3.75,FALSE,FALSE,FALSE
"97",-2.17,2.81924782310626,8.45,3.74,FALSE,FALSE,FALSE
"98",-2.16,2.81444529358355,8.44,3.73,FALSE,FALSE,FALSE
"99",-2.15,2.80936132187685,8.43,3.72,FALSE,FALSE,FALSE
"100",-2.14,2.80399641637908,8.42,3.71,FALSE,FALSE,FALSE
"101",-2.13,2.79835111357634,8.41,3.7,FALSE,FALSE,FALSE
"102",-2.12,2.79242597799418,8.4,3.69,FALSE,FALSE,FALSE
"103",-2.11,2.78622160214125,8.39,3.68,FALSE,FALSE,FALSE
"104",-2.1,2.77973860644994,8.38,3.67,FALSE,FALSE,FALSE
"105",-2.09,2.77297763921443,8.37,3.66,FALSE,FALSE,FALSE
"106",-2.08,2.7659393765258,8.36,3.65,FALSE,FALSE,FALSE
"107",-2.07,2.75862452220446,8.35,3.64,FALSE,FALSE,FALSE
"108",-2.06,2.75103380772975,8.34,3.63,FALSE,FALSE,FALSE
"109",-2.05,2.74316799216679,8.33,3.62,FALSE,FALSE,FALSE
"110",-2.04,2.73502786209057,8.32,3.61,FALSE,FALSE,FALSE
"111",-2.03,2.72661423150733,8.31,3.6,FALSE,FALSE,FALSE
"112",-2.02,2.71792794177311,8.3,3.59,FALSE,FALSE,FALSE
"113",-2.01,2.70896986150965,8.29,3.58,FALSE,FALSE,FALSE
"114",-2,2.6997408865175,8.28,3.57,FALSE,FALSE,FALSE
"115",-1.99,2.69024193968647,8.27,3.56,FALSE,FALSE,FALSE
"116",-1.98,2.68047397090334,8.26,3.55,FALSE,FALSE,FALSE
"117",-1.97,2.67043795695684,8.25,3.54,FALSE,FALSE,FALSE
"118",-1.96,2.66013490144,8.24,3.53,FALSE,FALSE,FALSE
"119",-1.95,2.64956583464978,8.23,3.52,FALSE,FALSE,FALSE
"120",-1.94,2.63873181348407,8.22,3.51,FALSE,FALSE,FALSE
"121",-1.93,2.62763392133594,8.21,3.5,FALSE,FALSE,FALSE
"122",-1.92,2.61627326798537,8.2,3.49,FALSE,FALSE,FALSE
"123",-1.91,2.60465098948822,8.19,3.48,FALSE,FALSE,FALSE
"124",-1.9,2.59276824806266,8.18,3.47,FALSE,FALSE,FALSE
"125",-1.89,2.58062623197292,8.17,3.46,FALSE,FALSE,FALSE
"126",-1.88,2.5682261554105,8.16,3.45,FALSE,FALSE,FALSE
"127",-1.87,2.55556925837272,8.15,3.44,FALSE,FALSE,FALSE
"128",-1.86,2.54265680653874,8.14,3.43,FALSE,FALSE,FALSE
"129",-1.85,2.52949009114298,8.13,3.42,FALSE,FALSE,FALSE
"130",-1.84,2.516070428846,8.12,3.41,FALSE,FALSE,FALSE
"131",-1.83,2.50239916160286,8.11,3.4,FALSE,FALSE,FALSE
"132",-1.82,2.48847765652888,8.1,3.39,FALSE,FALSE,FALSE
"133",-1.81,2.47430730576298,8.09,3.38,FALSE,FALSE,FALSE
"134",-1.8,2.45988952632841,8.08,3.37,FALSE,FALSE,FALSE
"135",-1.79,2.44522575999111,8.07,3.36,FALSE,FALSE,FALSE
"136",-1.78,2.4303174731155,8.06,3.35,FALSE,FALSE,FALSE
"137",-1.77,2.41516615651783,8.05,3.34,FALSE,FALSE,FALSE
"138",-1.76,2.39977332531714,8.04,3.33,FALSE,FALSE,FALSE
"139",-1.75,2.38414051878373,8.03,3.32,FALSE,FALSE,FALSE
"140",-1.74,2.36826930018521,8.02,3.31,FALSE,FALSE,FALSE
"141",-1.73,2.35216125663022,8.01,3.3,FALSE,FALSE,FALSE
"142",-1.72,2.3358179989097,8,3.29,FALSE,FALSE,FALSE
"143",-1.71,2.3192411613358,7.99,3.28,FALSE,FALSE,FALSE
"144",-1.7,2.30243240157846,7.98,3.27,FALSE,FALSE,FALSE
"145",-1.69,2.28539340049965,7.97,3.26,FALSE,FALSE,FALSE
"146",-1.68,2.26812586198528,7.96,3.25,FALSE,FALSE,FALSE
"147",-1.67,2.2506315127748,7.95,3.24,FALSE,FALSE,FALSE
"148",-1.66,2.23291210228857,7.94,3.23,FALSE,FALSE,FALSE
"149",-1.65,2.21496940245286,7.93,3.22,FALSE,FALSE,FALSE
"150",-1.64,2.19680520752271,7.92,3.21,FALSE,FALSE,FALSE
"151",-1.63,2.17842133390248,7.91,3.2,FALSE,FALSE,FALSE
"152",-1.62,2.1598196199642,7.9,3.19,FALSE,FALSE,FALSE
"153",-1.61,2.14100192586376,7.89,3.18,FALSE,FALSE,FALSE
"154",-1.6,2.1219701333549,7.88,3.17,FALSE,FALSE,FALSE
"155",-1.59,2.10272614560101,7.87,3.16,FALSE,FALSE,FALSE
"156",-1.58,2.08327188698482,7.86,3.15,FALSE,FALSE,FALSE
"157",-1.57,2.06360930291599,7.85,3.14,FALSE,FALSE,FALSE
"158",-1.56,2.04374035963654,7.84,3.13,FALSE,FALSE,FALSE
"159",-1.55,2.02366704402423,7.83,3.12,FALSE,FALSE,FALSE
"160",-1.54,2.00339136339391,7.82,3.11,FALSE,FALSE,FALSE
"161",-1.53,1.98291534529673,7.81,3.1,FALSE,FALSE,FALSE
"162",-1.52,1.96224103731745,7.8,3.09,FALSE,FALSE,FALSE
"163",-1.51,1.94137050686963,7.79,3.08,FALSE,FALSE,FALSE
"164",-1.5,1.92030584098893,7.78,3.07,FALSE,FALSE,FALSE
"165",-1.49,1.89904914612438,7.77,3.06,FALSE,FALSE,FALSE
"166",-1.48,1.87760254792775,7.76,3.05,FALSE,FALSE,FALSE
"167",-1.47,1.86722175166981,7.75,3.04,FALSE,FALSE,FALSE
"168",-1.46,1.85988062448435,7.74,3.03,FALSE,FALSE,FALSE
"169",-1.45,1.85235351078633,7.73,3.02,FALSE,FALSE,FALSE
"170",-1.44,1.84464116328086,7.72,3.01,FALSE,FALSE,FALSE
"171",-1.43,1.83674435319626,7.71,3,FALSE,FALSE,FALSE
"172",-1.42,1.82866387020695,7.7,2.99,FALSE,FALSE,FALSE
"173",-1.41,1.8204005223545,7.69,2.98,FALSE,FALSE,FALSE
"174",-1.4,1.81195513596681,7.68,2.97,FALSE,FALSE,FALSE
"175",-1.39,1.80332855557548,7.67,2.96,FALSE,FALSE,FALSE
"176",-1.38,1.80801748680546,7.66,2.95,FALSE,FALSE,FALSE
"177",-1.37,1.83052309322259,7.65,2.94,FALSE,FALSE,FALSE
"178",-1.36,1.85284564885583,7.64,2.93,FALSE,FALSE,FALSE
"179",-1.35,1.87498292146822,7.63,2.92,FALSE,FALSE,FALSE
"180",-1.34,1.89693269735094,7.62,2.91,FALSE,FALSE,FALSE
"181",-1.33,1.9186927815447,7.61,2.9,FALSE,FALSE,FALSE
"182",-1.32,1.94026099805921,7.6,2.89,FALSE,FALSE,FALSE
"183",-1.31,1.96163519009079,7.59,2.88,FALSE,FALSE,FALSE
"184",-1.3,1.98281322023805,7.58,2.87,FALSE,FALSE,FALSE
"185",-1.29,2.00379297071563,7.57,2.86,FALSE,FALSE,FALSE
"186",-1.28,2.02457234356596,7.56,2.85,FALSE,FALSE,FALSE
"187",-1.27,2.04514926086907,7.55,2.84,FALSE,FALSE,FALSE
"188",-1.26,2.06552166495038,7.54,2.83,FALSE,FALSE,FALSE
"189",-1.25,2.08568751858646,7.53,2.82,FALSE,FALSE,FALSE
"190",-1.24,2.10564480520874,7.52,2.81,FALSE,FALSE,FALSE
"191",-1.23,2.1253915291052,7.51,2.8,FALSE,FALSE,FALSE
"192",-1.22,2.14492571561991,7.5,2.79,FALSE,FALSE,FALSE
"193",-1.21,2.16424541135048,7.49,2.78,FALSE,FALSE,FALSE
"194",-1.2,2.18334868434345,7.48,2.77,FALSE,FALSE,FALSE
"195",-1.19,2.20223362428744,7.47,2.76,FALSE,FALSE,FALSE
"196",-1.18,2.22089834270419,7.46,2.75,FALSE,FALSE,FALSE
"197",-1.17,2.23934097313741,7.45,2.74,FALSE,FALSE,FALSE
"198",-1.16,2.25755967133943,7.44,2.73,FALSE,FALSE,FALSE
"199",-1.15,2.27555261545561,7.43,2.72,FALSE,FALSE,FALSE
"200",-1.14,2.29331800620653,7.42,2.71,FALSE,FALSE,FALSE
"201",-1.13,2.31085406706792,7.41,2.7,FALSE,FALSE,FALSE
"202",-1.12,2.32815904444831,7.4,2.69,FALSE,FALSE,FALSE
"203",-1.11,2.34523120786438,7.39,2.68,FALSE,FALSE,FALSE
"204",-1.1,2.36206885011402,7.38,2.67,FALSE,FALSE,FALSE
"205",-1.09,2.37867028744703,7.37,2.66,FALSE,FALSE,FALSE
"206",-1.08,2.39503385973351,7.36,2.65,FALSE,FALSE,FALSE
"207",-1.07,2.41115793062988,7.35,2.64,FALSE,FALSE,FALSE
"208",-1.06,2.42704088774247,7.34,2.63,FALSE,FALSE,FALSE
"209",-1.05,2.44268114278882,7.33,2.62,FALSE,FALSE,FALSE
"210",-1.04,2.45807713175645,7.32,2.61,FALSE,FALSE,FALSE
"211",-1.03,2.47322731505929,7.31,2.6,FALSE,FALSE,FALSE
"212",-1.02,2.48813017769164,7.3,2.59,FALSE,FALSE,FALSE
"213",-1.01,2.50278422937966,7.29,2.58,FALSE,FALSE,FALSE
"214",-1,2.51718800473039,7.28,2.57,FALSE,FALSE,FALSE
"215",-0.99,2.5313400633783,7.27,2.56,FALSE,FALSE,FALSE
"216",-0.98,2.54523899012931,7.26,2.55,FALSE,FALSE,FALSE
"217",-0.97,2.55888339510233,7.25,2.54,FALSE,FALSE,FALSE
"218",-0.96,2.57227191386824,7.24,2.53,FALSE,FALSE,FALSE
"219",-0.95,2.58540320758631,7.23,2.52,FALSE,FALSE,FALSE
"220",-0.94,2.59827596313812,7.22,2.51,FALSE,FALSE,FALSE
"221",-0.93,2.61088889325884,7.21,2.5,FALSE,FALSE,FALSE
"222",-0.92,2.62324073666597,7.2,2.49,FALSE,FALSE,FALSE
"223",-0.91,2.63533025818546,7.19,2.48,FALSE,FALSE,FALSE
"224",-0.9,2.64715624887523,7.18,2.47,FALSE,FALSE,FALSE
"225",-0.89,2.65871752614607,7.17,2.46,FALSE,FALSE,FALSE
"226",-0.88,2.67001293387988,7.16,2.45,FALSE,FALSE,FALSE
"227",-0.87,2.68104134254531,7.15,2.44,FALSE,FALSE,FALSE
"228",-0.86,2.69180164931068,7.14,2.43,FALSE,FALSE,FALSE
"229",-0.85,2.70229277815428,7.13,2.42,FALSE,FALSE,FALSE
"230",-0.84,2.71251367997197,7.12,2.41,FALSE,FALSE,FALSE
"231",-0.83,2.72246333268208,7.11,2.4,FALSE,FALSE,FALSE
"232",-0.82,2.73214074132763,7.1,2.39,FALSE,FALSE,FALSE
"233",-0.81,2.74154493817583,7.09,2.38,FALSE,FALSE,FALSE
"234",-0.8,2.75067498281482,7.08,2.37,FALSE,FALSE,FALSE
"235",-0.79,2.75952996224776,7.07,2.36,FALSE,FALSE,FALSE
"236",-0.78,2.76810899098406,7.06,2.35,FALSE,FALSE,FALSE
"237",-0.77,2.77641121112802,7.05,2.34,FALSE,FALSE,FALSE
"238",-0.76,2.78443579246454,7.04,2.33,FALSE,FALSE,FALSE
"239",-0.75,2.79218193254216,7.03,2.32,FALSE,FALSE,FALSE
"240",-0.74,2.79964885675335,7.02,2.31,FALSE,FALSE,FALSE
"241",-0.73,2.80683581841188,7.01,2.3,FALSE,FALSE,FALSE
"242",-0.72,2.8137420988276,7,2.29,FALSE,FALSE,FALSE
"243",-0.71,2.82036700737822,6.99,2.28,FALSE,FALSE,FALSE
"244",-0.7,2.82670988157839,6.98,2.27,FALSE,FALSE,FALSE
"245",-0.69,2.83277008714599,6.97,2.26,FALSE,FALSE,FALSE
"246",-0.68,2.83854701806551,6.96,2.25,FALSE,FALSE,FALSE
"247",-0.67,2.84404009664867,6.95,2.24,FALSE,FALSE,FALSE
"248",-0.66,2.84924877359219,6.94,2.23,FALSE,FALSE,FALSE
"249",-0.65,2.85417252803272,6.93,2.22,FALSE,FALSE,FALSE
"250",-0.64,2.85881086759892,6.92,2.21,FALSE,FALSE,FALSE
"251",-0.63,2.86316332846068,6.91,2.2,FALSE,FALSE,FALSE
"252",-0.62,2.86722947537557,6.9,2.19,FALSE,FALSE,FALSE
"253",-0.61,2.87100890173226,6.89,2.18,FALSE,FALSE,FALSE
"254",-0.6,2.87450122959129,6.88,2.17,FALSE,FALSE,FALSE
"255",-0.59,2.87770610972276,6.87,2.16,FALSE,FALSE,FALSE
"256",-0.58,2.88062322164134,6.86,2.15,FALSE,FALSE,FALSE
"257",-0.57,2.88325227363827,6.85,2.14,FALSE,FALSE,FALSE
"258",-0.56,2.88559300281054,6.84,2.13,FALSE,FALSE,FALSE
"259",-0.55,2.88764517508718,6.83,2.12,FALSE,FALSE,FALSE
"260",-0.54,2.88940858525267,6.82,2.11,FALSE,FALSE,FALSE
"261",-0.53,2.89088305696747,6.81,2.1,FALSE,FALSE,FALSE
"262",-0.52,2.89206844278563,6.8,2.09,FALSE,FALSE,FALSE
"263",-0.51,2.89296462416957,6.79,2.08,FALSE,FALSE,FALSE
"264",-0.5,2.89357151150188,6.78,2.07,FALSE,FALSE,FALSE
"265",-0.49,2.89388904409435,6.77,2.06,FALSE,FALSE,FALSE
"266",-0.48,2.89391719019397,6.76,2.05,FALSE,FALSE,FALSE
"267",-0.47,2.89365594698616,6.75,2.04,FALSE,FALSE,FALSE
"268",-0.46,2.89310534059503,6.74,2.03,FALSE,FALSE,FALSE
"269",-0.45,2.89226542608075,6.73,2.02,FALSE,FALSE,FALSE
"270",-0.44,2.89113628743407,6.72,2.01,FALSE,FALSE,FALSE
"271",-0.43,2.88971803756792,6.71,2,FALSE,FALSE,FALSE
"272",-0.42,2.88801081830611,6.7,1.99,FALSE,FALSE,FALSE
"273",-0.41,2.88601480036913,6.69,1.98,FALSE,FALSE,FALSE
"274",-0.4,2.88373018335712,6.68,1.97,FALSE,FALSE,FALSE
"275",-0.39,2.88115719572988,6.67,1.96,FALSE,FALSE,FALSE
"276",-0.38,2.87829609478402,6.66,1.95,FALSE,FALSE,FALSE
"277",-0.37,2.87514716662725,6.65,1.94,FALSE,FALSE,FALSE
"278",-0.36,2.87171072614977,6.64,1.93,FALSE,FALSE,FALSE
"279",-0.35,2.86798711699276,6.63,1.92,FALSE,FALSE,FALSE
"280",-0.34,2.86397671151403,6.62,1.91,FALSE,FALSE,FALSE
"281",-0.33,2.85967991075078,6.61,1.9,FALSE,FALSE,FALSE
"282",-0.32,2.85509714437953,6.6,1.89,FALSE,FALSE,FALSE
"283",-0.31,2.85022887067307,6.59,1.88,FALSE,FALSE,FALSE
"284",-0.3,2.84507557645473,6.58,1.87,FALSE,FALSE,FALSE
"285",-0.29,2.83963777704963,6.57,1.86,FALSE,FALSE,FALSE
"286",-0.28,2.83391601623318,6.56,1.85,FALSE,FALSE,FALSE
"287",-0.27,2.8279108661767,6.55,1.84,FALSE,FALSE,FALSE
"288",-0.26,2.82162292739018,6.54,1.83,FALSE,FALSE,FALSE
"289",-0.25,2.81505282866228,6.53,1.82,FALSE,FALSE,FALSE
"290",-0.24,2.80820122699737,6.52,1.81,FALSE,FALSE,FALSE
"291",-0.23,2.80106880754992,6.51,1.8,FALSE,FALSE,FALSE
"292",-0.22,2.79365628355594,6.5,1.79,FALSE,FALSE,FALSE
"293",-0.21,2.78596439626164,6.49,1.78,FALSE,FALSE,FALSE
"294",-0.2,2.77799391484934,6.48,1.77,FALSE,FALSE,FALSE
"295",-0.19,2.76974563636055,6.47,1.76,FALSE,FALSE,FALSE
"296",-0.18,2.76122038561623,6.46,1.75,FALSE,FALSE,FALSE
"297",-0.17,2.75241901513436,6.45,1.74,FALSE,FALSE,FALSE
"298",-0.16,2.74334240504465,6.44,1.73,FALSE,FALSE,FALSE
"299",-0.15,2.73399146300055,6.43,1.72,FALSE,FALSE,FALSE
"300",-0.14,2.72436712408846,6.42,1.71,FALSE,FALSE,FALSE
"301",-0.13,2.71447035073427,6.41,1.7,FALSE,FALSE,FALSE
"302",-0.12,2.70430213260705,6.4,1.69,FALSE,FALSE,FALSE
"303",-0.11,2.69386348652015,6.39,1.68,FALSE,FALSE,FALSE
"304",-0.0999999999999996,2.68315545632948,6.38,1.67,FALSE,FALSE,FALSE
"305",-0.0899999999999999,2.67217911282913,6.37,1.66,FALSE,FALSE,FALSE
"306",-0.0799999999999996,2.66093555364431,6.36,1.65,FALSE,FALSE,FALSE
"307",-0.0699999999999998,2.64942590312156,6.35,1.64,FALSE,FALSE,FALSE
"308",-0.0599999999999996,2.63765131221634,6.34,1.63,FALSE,FALSE,FALSE
"309",-0.0499999999999998,2.62561295837794,6.33,1.62,FALSE,FALSE,FALSE
"310",-0.04,2.6133120454317,6.32,1.61,FALSE,FALSE,FALSE
"311",-0.0299999999999998,2.60074980345868,6.31,1.6,FALSE,FALSE,FALSE
"312",-0.02,2.58792748867259,6.3,1.59,FALSE,FALSE,FALSE
"313",-0.00999999999999979,2.57484638329424,6.29,1.58,FALSE,FALSE,FALSE
"314",0,2.56150779542325,6.28,1.57,FALSE,FALSE,FALSE
"315",0.0100000000000002,2.5479130589073,6.27,1.56,FALSE,FALSE,FALSE
"316",0.02,2.53406353320872,6.26,1.55,FALSE,FALSE,FALSE
"317",0.0300000000000002,2.51996060326853,6.25,1.54,FALSE,FALSE,FALSE
"318",0.04,2.50560567936797,6.24,1.53,FALSE,FALSE,FALSE
"319",0.0500000000000003,2.49100019698747,6.23,1.52,FALSE,FALSE,FALSE
"320",0.0600000000000001,2.4761456166631,6.22,1.51,FALSE,FALSE,FALSE
"321",0.0700000000000003,2.46104342384051,6.21,1.5,FALSE,FALSE,FALSE
"322",0.0800000000000001,2.44569512872641,6.2,1.49,FALSE,FALSE,FALSE
"323",0.0900000000000003,2.4301022661375,6.19,1.48,FALSE,FALSE,FALSE
"324",0.1,2.41426639534705,6.18,1.47,FALSE,FALSE,FALSE
"325",0.11,2.39818909992895,6.17,1.46,FALSE,FALSE,FALSE
"326",0.12,2.38187198759935,6.16,1.45,FALSE,FALSE,FALSE
"327",0.13,2.36531669005587,6.15,1.44,FALSE,FALSE,FALSE
"328",0.14,2.34852486281447,6.14,1.43,FALSE,FALSE,FALSE
"329",0.15,2.3314981850439,6.13,1.42,FALSE,FALSE,FALSE
"330",0.16,2.31423835939772,6.12,1.41,FALSE,FALSE,FALSE
"331",0.17,2.29674711184413,6.11,1.4,FALSE,FALSE,FALSE
"332",0.18,2.31278600287273,6.1,1.39,FALSE,FALSE,FALSE
"333",0.19,2.3294524822381,6.09,1.38,FALSE,FALSE,FALSE
"334",0.2,2.34588601829646,6.08,1.37,FALSE,FALSE,FALSE
"335",0.21,2.36208496770788,6.07,1.36,FALSE,FALSE,FALSE
"336",0.22,2.37804771059093,6.06,1.35,FALSE,FALSE,FALSE
"337",0.23,2.39377265068462,6.05,1.34,FALSE,FALSE,FALSE
"338",0.24,2.40925821550805,6.04,1.33,FALSE,FALSE,FALSE
"339",0.25,2.42450285651763,6.03,1.32,FALSE,FALSE,FALSE
"340",0.26,2.43950504926198,6.02,1.31,FALSE,FALSE,FALSE
"341",0.27,2.45426329353431,6.01,1.3,FALSE,FALSE,FALSE
"342",0.28,2.4687761135225,6,1.29,FALSE,FALSE,FALSE
"343",0.29,2.48304205795665,5.99,1.28,FALSE,FALSE,FALSE
"344",0.3,2.4970597002542,5.98,1.27,FALSE,FALSE,FALSE
"345",0.31,2.51082763866259,5.97,1.26,FALSE,FALSE,FALSE
"346",0.32,2.52434449639947,5.96,1.25,FALSE,FALSE,FALSE
"347",0.33,2.53760892179032,5.95,1.24,FALSE,FALSE,FALSE
"348",0.34,2.55061958840366,5.94,1.23,FALSE,FALSE,FALSE
"349",0.35,2.56337519518367,5.93,1.22,FALSE,FALSE,FALSE
"350",0.36,2.5758744665803,5.92,1.21,FALSE,FALSE,FALSE
"351",0.37,2.58811615267683,5.91,1.2,FALSE,FALSE,FALSE
"352",0.38,2.60009902931485,5.9,1.19,FALSE,FALSE,FALSE
"353",0.39,2.61182189821667,5.89,1.18,FALSE,FALSE,FALSE
"354",0.4,2.62328358710519,5.88,1.17,FALSE,FALSE,FALSE
"355",0.41,2.63448294982105,5.87,1.16,FALSE,FALSE,FALSE
"356",0.42,2.64541886643733,5.86,1.15,FALSE,FALSE,FALSE
"357",0.43,2.65609024337148,5.85,1.14,FALSE,FALSE,FALSE
